adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Drama;History,,780,tt0019254,fr,La passion de Jeanne d'Arc,"A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",8.903953,/5HL0dEJfd7PF0eRiKz8BiNfe8Tf.jpg,Société générale des films,,1928-04-21,0,110,fr,Released,An Immortal Screen Classic that will live Forever!,The Passion of Joan of Arc,False,8.2,159,judge;woman martyr;heresy;court case;suffering;sentence;torture chamber;religion;trial;mental illness;dove;silent film;catholicism;joan of arc;forgery;masterpiece;judiciary;burning at stake;holy communion;bloodletting
False,,18000,Drama;Horror;Thriller;Crime,,234,tt0010323,de,Das Cabinet des Dr. Caligari,"The Cabinet of Dr. Caligari is eerie and expressionistic, silent and surreal. It has become not only a classic of German Expressionist cinema, but a landmark in film history, with creative scenery and an unusual ending.",7.191271,/myK9DeIsXWGKgUTZyGXg2IfFk0W.jpg,Decla Film Gesellschaft Holz & Co.,,1920-02-25,0,78,xx,Released,You must become Caligari.,The Cabinet of Dr. Caligari,False,7.7,279,insane asylum;silent film;unreliable narrator;expressionism;somnambulist;unreliable flashback;megalomania;madman;enigma;somnambulism;german expressionism
False,,0,Drama;Romance,,899,tt0009968,en,Broken Blossoms,Broken Blossoms is an American silent film from director D. W. Griffith. This melodrama tells the love story of an abused English woman and a Chinese Buddhist in a time when London was a brutal and harsh place to live.,3.185824,/sr5yZl89NOtkXiZEyvNx5uz9JvB.jpg,United Artists;D.W. Griffith Productions,,1919-05-13,0,90,xx,Released,,Broken Blossoms,False,6.9,41,london england;suicide;china;boxer;buddhist;murder;racism;alcoholic;silent film
False,,30000000,Action;Fantasy;Science Fiction,,8010,tt0102034,en,Highlander II: The Quickening,"In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",8.032638,/7W43CXQh6jF9NhnBnlA4BoaFp8W.jpg,Lamb Bear Entertainment,,1991-01-30,15556340,91,en,Released,It's a kind of magic.,Highlander II: The Quickening,False,4.5,213,new york;scotland;immortality
False,,11000000,Comedy;Drama;Mystery,,2297,tt0102181,en,Kafka,"Kafka, an insurance worker gets embroiled in an underground group after a co-worker is murdered. The underground group is responsible for bombings all over town, attempting to thwart a secret organization that controls the major events in society. He eventually penetrates the secret organization and must confront them.",7.693274,/ttfVcy8PAnRCZFUXdPStDI2gF5r.jpg,Renn Productions;Pricel;Baltimore Pictures,,1991-11-15,0,98,en,Released,,Kafka,False,6.6,28,secret;worker;writer;co-worker;kafka
False,,15000000,Comedy,,951,tt0099938,en,Kindergarten Cop,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one.",3.67003,/7NkSMYuyVamvCnM5mYD6FkD59Wu.jpg,Imagine Entertainment;Universal Pictures,,1990-12-21,201957688,111,en;es,Released,"Go ahead, you tell him you didn't do your homework.",Kindergarten Cop,False,5.8,643,crime fighter;cook;drug dealer;dying and death;kindergarten;kiss;police;teacher;children education
False,,0,Mystery;Thriller,,5765,tt0104627,en,Knight Moves,A psychologist falls for a world-class chess player suspected of odd murders linked to his game.,7.431507,/wo521ayNdKhGA42BWyC3AIvXW2d.jpg,Cinevox Filmproduktion GmbH,,1992-01-14,0,116,en,Released,In a game of life and death... one wrong move could be his last...,Knight Moves,False,5.7,47,chess;chess champion;suspense
False,,1250000,Drama;Romance,,1643,tt0070849,fr,Ultimo tango a Parigi,A young Parisian woman begins a sordid affair with a middle-aged American businessman whom lays out ground rules that their clandestine relationship will be based only on sex.,12.74564,/6ppSHkDe7CoxyvFEc6JILuKnAu0.jpg,United Artists;Les Productions Artistes Associés;Produzioni Europee Associati (PEA),,1972-10-14,36144000,129,en;fr,Released,Bernardo Bertolucci's Landmark Film,Last Tango in Paris,False,7.1,240,paris;sex;nudity;business man;love;tragedy;relationship;american;woman;apartment;extramarital affair;parisian;clandestine
False,,0,Drama,,2007,tt0104756,en,Lorenzo's Oil,"Lorenzo Odone was a normal child until the age of 7. After then, strange things began to happen to him: he would have blackouts, memory lapses, and other strange mental phemonenons. He is eventually diagnosed as suffering from ALD: an extremely rare incurable degenerative brain disorder. Frustrated at the failings of doctors and medicine in this area, the Odones begin to educate themselves",9.968395,/d4Yq4Y4ieKLD8JzxSv1g8dZzcLN.jpg,Universal Pictures,,1992-12-30,7286388,135,en;fr;hu,Released,Some people make their own miracles.,Lorenzo's Oil,False,6.6,108,parent child relationship;medicine;loss of child;dying and death
False,,20000000,Fantasy;Comedy;Science Fiction;Romance,,2612,tt0100201,en,Mr. Destiny,"Larry Burrows is unhappy and feels powerless over his life. He believes his entire life could have turned out differently had he not missed that shot in a baseball game when was a kid. One night he meets this mysterious man, who could change his fate by offering him that alternative life he always dreamed of. But as Burrows embarks on this journey of self discovery he realises that even this new life has its problems and drawbacks..",4.414928,/6dgR1qZK3cTx90P8T6pmVCWYyko.jpg,Touchstone Pictures,,1990-10-12,15379253,110,en;hu,Released,Larry Burrows Wished For It All... Until All That He Wished For Came True!,Mr. Destiny,False,6.1,60,wish
False,,795000,Thriller;Crime,,3112,tt0048424,en,The Night of the Hunter,"In the Deep South, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",7.892337,/brECyRPAWJS1clF0unAC3MtERMA.jpg,United Artists;The Criterion Collection,,1955-04-03,0,93,en,Released,"The wedding night, the anticipation, the kiss, the knife, BUT ABOVE ALL...THE SUSPENSE!",The Night of the Hunter,False,7.9,335,prison;window;fanatic;count;murder;children;money;theft;doll;hymn;classic noir;children on the run;film noir
False,,0,Comedy;Romance,,2611,tt0102598,en,Only the Lonely,"Danny Muldoon, a Chicago policeman, still lives with his overbearing mother Rose. He meets and falls in love with Theresa Luna , whose father owns the local funeral parlour. Naturally, his mother objects to the relationship, and Danny and Theresa must either overcome her objections or give up the romance.",10.313689,/e1i9RczRVpmbmrSfgdWEN5DdQ0m.jpg,Twentieth Century Fox Film Corporation;Hughes Entertainment,,1991-05-24,21830957,104,el;en;ga,Released,"The Man, The Woman, The Mother.",Only the Lonely,False,6.2,40,jealousy;mama's boy;falling in love
False,,4500000,Drama;Thriller;Adventure,,3176,tt0266308,ja,バトル・ロワイアル,"In the future, the Japanese government captures a class of ninth-grade students and forces them to kill each other under the revolutionary ""Battle Royale"" act.",12.701098,/4J5hW5wwT20hYSEPfxvfxNLjHcg.jpg,Nippon Shuppan Hanbai (Nippan) K.K.;GAGA;WoWow;AM Associates;Kobi Co.;MF Pictures,,2000-12-16,25000000,114,ja,Released,Could you kill your best friend?,Battle Royale,False,7.3,992,island;television;survivor;soldier;battle;death;game of death;school class
False,,64000,Drama,,1626,tt0056663,fr,Vivre sa vie: film en douze tableaux,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.,11.30591,/baz1c9dzsf5uhNuUYhXy7eudNJd.jpg,Pathé Consortium Cinéma;Les Films de la Pléiade;The Criterion Collection,,1962-09-20,24517,85,fr,Released,The many faces of a woman trying to find herself in a world of men.,Vivre Sa Vie,False,7.6,105,paris;philosophy;prostitute;pimp;female protagonist;prostitution;free will;woman smoking;pinball machine;rule of law
False,,9500000,Comedy;Crime;Thriller,,483,tt0100935,en,Wild at Heart,Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.,8.528622,/d4fbQjSSBd4FPyAROln1skafChr.jpg,Samuel Goldwyn,,1990-05-01,14560247,124,en,Released,A wild crazy love story.,Wild at Heart,False,7.0,341,prison;sex;witch;hotel room;texas;loss of father;car journey;new orleans;hitman;snake skin jacket;fairy;murder;car crash;escape;mother daughter relationship;pistol;violence;killer;bank robbery;car;hoodlum
False,,0,Comedy;Romance,,3681,tt0059903,en,What's New Pussycat?,A playboy who refuses to give up his hedonistic lifestyle to settle down and marry his true love seeks help from a demented psychoanalyst who is having romantic problems of his own.,2.705723,/5QsTdfGULylwm5RNSXAdZuqYcgo.jpg,Famous Artists Productions,,1965-06-22,0,108,en,Released,,What's New Pussycat?,False,6.0,40,journalist;ladykiller;gigolo;sex therapy;fashion journal
False,,2650000,Drama,,898,tt0055798,en,Birdman of Alcatraz,"After killing a prison guard, convict Robert Stroud faces life imprisonment in solitary confinement. Driven nearly mad by loneliness and despair, Stroud's life gains new meaning when he happens upon a helpless baby sparrow in the exercise yard and nurses it back to health. Despite having only a third grade education, Stroud goes on to become a renowned ornithologist and achieves a greater sense of freedom and purpose behind bars than most people find in the outside world.",4.471515,/sIzesANhTImFyeIdL0hrqMzgckG.jpg,Norma Productions,,1962-07-03,3100000,147,en,Released,Inside the rock called Alcatraz they tried to chain a volcano they called,Birdman of Alcatraz,False,7.0,71,usa;prison;rebel;prisoner;difficult childhood;bird;alcatraz;ornithology;biography;solitary confinement;warden
False,,92000,Adventure;Drama;History,http://www.wernerherzog.com/films-by.html,2000,tt0068182,de,"Aguirre, der Zorn Gottes","A few decades after the destruction of the Inca empire, a Spanish expedition leaves the mountains of Peru and goes down the Amazon river in search of gold and wealth. Soon, they come across great difficulties and Don Aguirre, a ruthless man who cares only about riches, becomes their leader. But will his quest lead them to ""the golden city"", or to certain destruction?",10.996826,/uHP3AtAnudp5w8d3jx2el1AtV6a.jpg,Werner Herzog Filmproduktion;Hessischer Rundfunk (HR),,1972-12-29,0,93,de;es,Released,A breathtaking journey into the heart of darkness,Aguirre: The Wrath of God,False,7.5,210,gold;sentence;adventure;gold rush;peru;amazon;float;insanity;south america;16th century;conquest;new german cinema;indigenous peoples;conquistador
False,,0,Drama;Fantasy;Romance,,648,tt0038348,fr,La belle et la bête,"The story of a gentle-hearted beast in love with a simple and beautiful girl. She is drawn to the repellent but strangely fascinating Beast, who tests her fidelity by giving her a key, telling her that if she doesn't return it to him by a specific time, he will die of grief. She is unable to return the key on time, but it is revealed that the Beast is the genuinely handsome one. A simple tale of tragic love that turns into a surreal vision of death, desire, and beauty.",4.798852,/bhGxt2YxlyO7x4GpliHEzI28H0z.jpg,Discina,,1946-10-29,0,96,fr,Released,Once upon a time,Beauty and the Beast,False,7.8,133,underdog;monster;beauty;rose;daughter
False,,100000,Drama;History;War,,618,tt0004972,en,The Birth of a Nation,"The Birth of A Nation is a silent film from 1915 and the highest grossing silent film in film history. The film tells a romance story during the American civil war. D.W. Griffith invested heavily in its high production values, pioneering many new camera effects. The Birth of a Nation was strongly protested for its negative portrayal of newly freed slaves (mostly white actors in blackface), which went on to create and propagate negative images of blacks of the early 20th century in the United States. The film was used as a recruiting propaganda by the KKK until the 1940s.",5.113205,/zYtgDRSOQeZmGbHkXff5CcEg05g.jpg,Epoch Film Co.,,1915-02-08,11000000,193,xx,Released,The fiery cross of the Ku Klux Klan.,The Birth of a Nation,False,6.4,109,ku klux klan;southern usa;patriotism;army;silent film
False,,0,Drama;Romance,,4024,tt0054632,fr,L'Année dernière à Marienbad,"Takes place in a chateau, an ambiguous story of a man and a woman who may or may not have met last year at Marienbad.",8.334883,/uv7OnxSzxY2h2kRCyaBK4ddpOi0.jpg,Silver Films;Cormoran Films;Argos Films;Cineriz;Terra Film;Cinétel,,1961-05-25,0,95,fr,Released,"Evocative, compelling, fascinating, different - an important motion picture, an exceptional work of art from the brilliant Alain Resnais",Last Year at Marienbad,False,7.6,103,hotel;amnesia;mystery;extramarital affair
False,,3000000,Western,,3089,tt0040724,en,Red River,"Dunson is driving his cattle to Red River when his adopted son, Matthew, turns against him.",6.09018,/9TwFtppqU0zUvtNTIDxkV7zQebC.jpg,United Artists;Monterey Productions;Charles K. Feldman Group,,1948-08-26,9012000,133,en;de;it;es,Released,Big as the men who faced this challenge! Bold as the women who loved them!,Red River,False,7.3,85,texas;dangerous;kansas;cattle drive;revenge;cattle;adopted child;cattle empire
False,,0,Comedy;Crime,,1594,tt0058586,en,A Shot in the Dark,A Shot in the Dark is the second and more successful film from the Pink Panther film series where both animated and real life sequences are mixed. A cult classic from Blake Edwards based on the play L’Idiot by Marcel Achard and Harry Kurnitz.,6.872888,/eIHCtW49NgGr4s0WEfpSGFBrJCv.jpg,United Artists;Mirisch Films Limited,,1964-06-23,12368234,102,en;fr,Released,... The Picture That Gets Away With Murder!,A Shot in the Dark,False,7.2,115,suspicion of murder;unskillfulness;pink panther
False,,5500000,Action;Crime;Drama;Thriller,https://www.warnerbros.com/bullitt,916,tt0062765,en,Bullitt,"Senator Walter Chalmers is aiming to take down mob boss Pete Ross with the help of testimony from the criminal's hothead brother Johnny, who is in protective custody in San Francisco under the watch of police lieutenant Frank Bullitt. When a pair of mob hitmen enter the scene, Bullitt follows their trail through a maze of complications and double-crosses. This thriller includes one of the most famous car chases ever filmed.",7.01973,/oyhnoFu2oKQfAIdu9YU8I8Ne0pX.jpg,Solar Productions;Warner Brothers/Seven Arts,,1968-10-17,42300873,113,en,Released,"There are bad cops, good cops - and then there's Bullitt.",Bullitt,False,7.0,273,san francisco;hotel;detective;based on novel;airport;witness protection;principal witness ;politician;suspense;organized crime;hospital;burglary;gunfight;explosion;car chase;gritty;coroner;mob hit;ford mustang;dodge charger
False,,1250000,Drama;Romance,,1976,tt0030287,en,Jezebel,"In 1850s Louisiana, the willfulness of a tempestuous Southern belle threatens to destroy all who care for her.",11.277226,/9YnvD0Ufz3r8LxtQpIQge42wHrG.jpg,Warner Bros.,,1938-03-19,0,103,en;fr,Released,A Fearless Feminine Creature with a heart full of love!,Jezebel,False,7.2,39,southern usa;self-destruction;love of one's life;new orleans;louisiana;yellow fever;female protagonist;epidemic;pride;vanity;southern belle
False,,0,Romance;Drama;Horror,,31685,tt0031455,en,The Hunchback of Notre Dame,"King Louis XI is a wise and old king and Frollo is the Chief Justice. Frollo gazes on the gypsy girl, Esmeralda, in the church during Fool's Day and sends Quasimodo to catch her. Quasimodo, with the girl, is captured by Phoebus, Captain of the Guards, who frees the girl. The courts sentence Quasimodo to be flogged, and the only one who will give him water while he is tied in the square is Esmeralda. Later, at a party of nobles, Esmeralda again meets both Frollo, who is bewitched by her, and Phoebus. When Phoebus is stabbed to death, Esmeralda is accused of the murder, convicted by the court and sentenced to hang. Clopin, King of the Beggars; Gringoire, Esmeralda's husband; and Quasimodo, the bellringer, all try different ways to save her from the gallows.",4.42224,/3ZIMmQ4KMKKBT1NSM5FSmWGOLWH.jpg,RKO Radio Pictures,,1939-12-29,0,116,en,Released,Impact! Power! Fire! Pathos! Drama!,The Hunchback of Notre Dame,False,7.6,34,paris;france;prison;gypsy;based on novel;cathedral;murder;bell;torture;church;hunchback;notre dame cathedral;disfigurement;bell ringing;torment;dignity
False,,439000,Music;Comedy;Romance,,3062,tt0024034,en,42nd Street,"A producer puts on what may be his last Broadway show, and at the last moment a chorus girl has to replace the star.",4.718154,/tcRQzD2hb5Ng0DIHU796kn0mq4u.jpg,Warner Bros.,,1933-02-02,2281000,89,en,Released,,42nd Street,False,6.1,38,philadelphia;musical;stage show;director;broken ankle;chorus line;pet dog;broadway;fainting;chorus girl;opening night;crutch;theatrical backer;eviction;show producer;chorine;plaster cast;show must go on;financial crisis;sock on the jaw
False,,0,Comedy;Romance,,4939,tt0058571,en,Send Me No Flowers,"At one of his many visits to his doctor, hypochondriac George Kimball mistakes a dying man's diagnosis for his own and believes he only has about two more weeks to live. Wanting to take care of his wife Judy, he doesn't tell her and tries to find her a new husband. When he finally does tell her, she quickly finds out he's not dying at all (while he doesn't) and she believes it's just a lame excuse to hide an affair, so she decides to leave him.",2.163293,/5LeFodSnhqExirYxiiOMkgArJtZ.jpg,Universal Pictures,,1964-10-14,0,100,en,Released,"Rock is ready to make love yesterday, tomorrow, and especially to Day (Doris that is!)",Send Me No Flowers,False,5.9,33,hypochondriac
False,,31000000,Drama;Adventure;Action;History,,79,tt0299977,zh,英雄,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,9.861765,/xkJnow23eDxwQXB0iIWAWkBF47y.jpg,Beijing New Picture Film Co. Ltd.;China Film Co-Production Corporation,,2002-12-19,177394432,99,zh,Released,One man's strength will unite an empire.,Hero,False,7.3,647,countryside;loss of lover;right and justice;patriot
False,,4000000,Romance;Drama;Comedy,,987,tt0071524,en,The Front Page,A journalist suffering from burn-out wants to finally say goodbye to his office – but his boss doesn’t like the idea one bit.,5.789565,/x8jYmf9Y8npVGojZDE7Bnrtrfbt.jpg,Universal Studios,,1974-12-01,0,105,en,Released,,The Front Page,False,6.9,69,chicago;journalist;newspaper;marriage proposal;stress;father-in-law;newspaper man
False,,1000000,Adventure;Animation;Fantasy,http://movies.disney.com/nausicaa-of-the-valley-of-the-wind,81,tt0087544,ja,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley Of The Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaa, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",11.267366,/hnYowHwLq0iUWriAHtiiCWsI2dP.jpg,Topcraft,,1984-03-11,3301446,117,ja,Released,,Nausicaä of the Valley of the Wind,False,7.7,808,saving the world;human vs nature;fungus spores   ;future;airplane;post-apocalyptic;war;toxic;based on manga;ecology;giant insect;duringcreditsstinger;anime
False,,2500000,Horror,,4368,tt0326820,en,Dark Wolf,"A hip, very erotic twist on the werewolf thriller, this atmospheric horror film adds a a wickedly sexy appetite to the bloodthirsty cravings of its monster. A vicious werewolf stalks the streets of Los Angeles. Between killings, its desperate goal is to mate with unsuspecting Josie, who is unaware of her special power attracting the beast. Forced to take over an investigation involving werewolves after his partner is killed, an LAPD Detective is led to the trail of this ravenously deadly hybrid werewolf.",0.944886,/asStLOBuHExlTuLsU5JZDGHXEkH.jpg,,,2003-04-15,0,94,en,Released,,Dark Wolf,False,3.4,9,werewolf
False,,0,Drama;Science Fiction,,3596,tt0028358,en,Things to Come,"Late 1960 and the world consists of feudal cities after decades of a global war and plague. 2035 and the world has been rebuilt with fantastic technology, but has progress gone too far and has man learned anything.",2.638559,/sBSoW79Hpm9VsfBkriwZferKfen.jpg,London Film Productions,,1936-02-20,0,100,en,Released,The future is here!,Things to Come,False,6.7,46,progress;war;scientist;near future
False,,350000,Comedy;Drama;Romance,,255,tt0062695,fr,Baisers volés,"Baisers voles is the second of two films from the ‘Antonie-Doinel-Zyklus’ by French director Truffaut. The film depicts the life of a young twenty year old man who’s life revolves around casual jobs and women, especially young violinist Christine Darbon (Claude Jade's screen-debut).",6.564465,/5e1TrGnnBwF2cZIFUDZ63KNls5K.jpg,Les Films du Carrosse;Les Productions Artistes Associés,,1968-08-13,0,96,fr,Released,Antoine knows what he wants to do... his problem is doing it,Stolen Kisses,False,7.4,59,individual;paris;shyness;adultery;hotel;detective;lovesickness;job-hopping;hotel room;parent child relationship;night watchman;montmartre;shoe seller;brothel;amateur detective;repair;cinémathèque française;students' movement;balzac;army;secret love;extramarital affair;eiffel tower paris;may 68
False,,140000000,Drama;Action;War;History,,616,tt0325710,en,The Last Samurai,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",19.582325,/sLv5pXysIz7QbtKFJy85d5yxv2W.jpg,"Cruise/Wagner Productions;Warner Bros.;Radar Pictures;Bedford Falls Company, The",,2003-12-05,456758981,154,en;ja,Released,"In the face of an enemy, in the heart of one man, lies the soul of a warrior.",The Last Samurai,False,7.3,1946,japan;war crimes;sense of guilt;swordplay;general;samurai;war veteran;katana;sword;arms deal;homeland;emperor;language barrier;self-discovery;mountain village;foreign legion;mercenary;campaign;commercial agreement;insurgence;leader;war strategy;gettysburg;loss of husband;slaughter;soldier;alcoholic;u.s. soldier;japanese army;19th century;war trauma
False,,70000000,Adventure;Fantasy;Drama,,587,tt0319061,en,Big Fish,"Throughout his life Edward Bloom has always been a man of big appetites, enormous passions and tall tales. In his later years, he remains a huge mystery to his son, William. Now, to get to know the real man, Will begins piecing together a true picture of his father from flashbacks of his amazing adventures.",14.739983,/6DRFdlNZpAaEt7eejsbAlJGgaM7.jpg,Columbia Pictures;The Zanuck Company;Jinks/Cohen Company;Tim Burton Productions,,2003-12-25,122919055,125,en,Released,An adventure as big as life itself.,Big Fish,False,7.6,2064,circus;father son relationship;witch;fish;fishing;love of one's life;leech;story teller;apoplectic stroke;fair;mermaid;cancer;relationship;youth;gentle giant
False,,55000000,Comedy,,1792,tt0338466,en,Stuck on You,"In Martha's Vineyard, Mass., conjoined twins Walt (Greg Kinnear) and Bob Tenor (Matt Damon) make the best of their handicap by being the fastest grill cooks in town. While outgoing Walt hopes to one day become a famous actor, shy Bob prefers to stay out of the spotlight. When a fading Hollywood actress, Cher (Cher), decides to get her show ""Honey and the Beaze"" cancelled, she hires Walt -- and his brotherly appendage -- as her costars. But their addition surprisingly achieves the opposite.",6.96675,/8ar9RJsLL7JSWwvE020D9aATAge.jpg,Twentieth Century Fox Film Corporation;Conundrum Entertainment,,2003-12-10,33828318,118,en,Released,"Whatever happens to the boys, one thing is certain. Nothing will ever come between them.",Stuck on You,False,5.1,194,sex;dancer;martial arts;cook;stripper;love;bully;hollywood;twins;flashback;freak;actor;anxiety;conjoined;siamese
False,,0,Drama;Romance,,3635,tt0335119,en,Girl with a Pearl Earring,"This film, adapted from a work of fiction by author Tracy Chevalier, tells a story about the events surrounding the creation of the painting ""Girl With A Pearl Earring"" by 17th century Dutch master Johannes Vermeer. A young peasant maid working in the house of painter Johannes Vermeer becomes his talented assistant and the model for one of his most famous works.",7.008512,/iwapgsiyOLFZCrzDmdspdkrbkIW.jpg,Wild Bear Films;Archer Street Productions;Delux Productions,,2003-08-31,31466789,101,en,Released,Discover the mystery behind the legend.,Girl with a Pearl Earring,False,6.4,384,painter;biography;painting;maid
False,,94000000,Adventure;Fantasy;Action,http://www.lordoftherings.net,122,tt0167260,en,The Lord of the Rings: The Return of the King,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",29.324358,/uexxR7Kw1qYbZk0RYaF9Rx5ykbj.jpg,WingNut Films;New Line Cinema,,2003-12-01,1118888979,201,en,Released,The eye of the enemy is moving.,The Lord of the Rings: The Return of the King,False,8.1,8226,elves;orcs;middle-earth (tolkien);based on novel;suspicion;bravery;war;honor;troll;brutality;violence;ghost;end of trilogy;quest;sword and sorcery
False,,0,Comedy;Drama;Foreign;War,http://www.guerilla-films.com/twomen/,47952,tt0304857,en,Two Men Went To War,"Comedy drama based on the true story of two British Army dentists who in 1942, eager to see action, go AWOL and invade occupied France on their own.",0.196537,/2RlUlTrRUHATnZjA4NrRsSQpuTP.jpg,Little Wing Films,,2002-01-01,0,109,en,Released,,Two Men Went To War,False,4.8,4,
False,,8000000,Crime;Drama,,504,tt0340855,en,Monster,Aileen Wuornos is an emotionally scarred highway hooker who shoots a sadistic trick who rapes her and ultimately becomes America's first female serial killer.,7.189024,/uIVrPwor7fgSm5MRMj8IWs76gpk.jpg,Newmarket Films,,2003-11-16,60378584,110,en,Released,The first female serial killer of America,Monster,False,7.0,500,female nudity;prostitute;rape;sexual abuse;desperation;death penalty;motel;job interview;based on true story;murder;betrayal;serial killer;poverty;prostitution;heartbreak;mental illness;woman director;ugly
False,,79000000,Drama,,2289,tt0159365,en,Cold Mountain,"In this classic story of love and devotion set against the backdrop of the American Civil War, a wounded Confederate soldier named W.P. Inman deserts his unit and travels across the South, aiming to return to his young wife, Ada, who he left behind to tend their farm. As Inman makes his perilous journey home, Ada struggles to keep their home intact with the assistance of Ruby, a mysterious drifter sent to help her by a kindly neighbor.",9.645543,/4da24dJQZSGep4FJ2U9jU9G8qJr.jpg,Miramax Films;Mirage Enterprises;Castel Film Romania;Bona Fide Productions;Cattleya,,2003-12-24,173013509,154,en,Released,Find the strength. Find the courage. No matter what it takes... find the way home.,Cold Mountain,False,6.7,545,loss of lover;loss of family;deserter;loss of father;love of one's life
False,,0,Adventure;Drama;Family,http://movies.disney.com/the-young-black-stallion,42418,tt0318850,en,Young Black Stallion,"When courageous young Neera becomes separated from her family in the desert, she chances upon a wild colt. Together they find friendship, trust, and their way back home only to discover her family is about to lose everything!",1.269123,/6QRfEgONo5MYgDEDTipIcetnHsO.jpg,The Kennedy/Marshall Company;FR Productions,,2003-12-25,0,49,en,Released,The greatest story of friendship ever told.,Young Black Stallion,False,5.4,18,world war ii;human animal relationship;horse;northern africa;desert;imax;animal lead
False,,0,Drama,,1937,tt0051429,en,Bonjour Tristesse,"Cecile, decadent young girl who lives with her rich playboy father Raymond. When Anne, Raymond's old love interest, comes to Raymond's villa, Cecile is afraid for her way of life.",2.743088,/sbtVL4OTXm9VGT5SMosj7yUHu5W.jpg,Wheel Productions,,1958-03-17,0,94,en,Released,,Bonjour Tristesse,False,7.0,23,holiday;based on novel;lover (female);mediterranean;daughter;french riviera
False,,0,Drama;Action;Crime,,26712,tt0043503,en,The Enforcer,"After years of pursuit, Assistant D.A. Martin Ferguson has a good case against Murder, Inc. boss Albert Mendoza. Mendoza is in jail and his lieutenant Joseph Rico is going to testify. But Rico falls to his death and Ferguson must work through the night going over everything to build the case anew.",1.893149,/hPoMgSeI9dz3QLgy55pAXIeLOSO.jpg,Warner Bros.;United States Pictures,,1951-02-24,0,87,en;es,Released,"""If you're smart you'll come down - if you're dumb you'll be dead...""",The Enforcer,False,7.4,21,assistant district attorney
False,,0,Drama,,1882,tt0042727,en,The Men,"Fred Zinnemann's sensitive film on the plight of paraplegic WWII veterans features Marlon Brando in his superbly moving screen debut. He plays Lt. Bud Wilozek, one of a group of veterans recovering in the paraplegic ward of a hospital in his hometown. His former fiancée, Ellen (Teresa Wright), explains to his physician, Dr. Brock (Everett Sloane), her concern about his isolation and apparent depression since he has broken their engagment and refuses to see her. He counsels her to be patient, but when he decides to broach the issue with Bud, the embittered patient reacts angrily to the doctor's intrusiveness, and continues to refuse to see Ellen. The doctor cajoles the withdrawn paraplegic into the life of the ward, where fellow patients begin to pull Bud out of his spiritual miasma. At length, his sense of hope starts to return, and after seeing Ellen for the first time in months, he begins to contemplate the possibility of marriage.",5.670881,/hZERsmBTJZzYIe65PRN8agy1HC4.jpg,Stanley Kramer Productions,,1950-07-20,0,85,en;es,Released,A completely new experience between men and women!,The Men,False,6.5,18,nurse;war veteran;wheelchair;paralysis;swimming pool;hospital;doctor;xenophobia
False,,0,Comedy,,427,tt0050706,fr,Mon oncle,With many idea rich comic situations French director Jacques Tati uses his poetic ways and knowledge of the discrepancy between heart and technique to tell a gentle business satiric tale that won him the Oscar for best foreign film in 1959.,11.06066,/wH6RyPiXFy8INLbViVkchLVOmBc.jpg,Gray Film;Gaumont Distribution;Alter Films;Specta Films;Film del Centauro;Cady Films,,1958-05-10,0,110,fr,Released,Mr. Hulot Ventures Into Suburbia...And Disrupts...Disassembles...And Demolishes With His Very Subtle Satire,Mon oncle,False,7.3,98,paris;father son relationship;city portrait;factory worker;parent child relationship;factory;new building;brother-in-law;modernity;car crash;suburb;dog;housekeeper
