id,title,synopsis,genres,release_date,episodes,members,popularity,ranked,score,img_url,link
16157,Choujigen Game Neptune The Animation,After years of fruitless war between the four realms of Gamindustri (Planeptune Lastation Lowee and Leanbox) over Share energy the source of their strength based on how much their people have faith in their goddesses the four CPUs that rule over them have finally signed a friendship treaty. The treaty bans any attempt at claiming Share energy through military force in hopes of bringing peace and prosperity to their worlds. Yet a month after the treaty Neptune the CPU Goddess of Planeptune spends her time goofing off and playing games rather than doing her job leaving her land's Shares plummeting. Choujigen Game Neptune The Animation follows Neptune and her friends' attempts at raising Shares while dealing with an external threat that could spell the end of both the Goddesses and Gamindustri itself...,Action;Comedy;Fantasy;Parody;Sci-Fi;Supernatural,2013-07-12,12,118388,949,3417,7.09,https://cdn.myanimelist.net/images/anime/6/52141.jpg,https://myanimelist.net/anime/16157/Choujigen_Game_Neptune_The_Animation
6280,Cat Shit One,This bold account follows the brave exploits of Sergeant Packy Perkins and his unit... of rabbits! Join Packy and Private Bota Botasky as they resolve an Iranian hostage crisis. Watch these commando-style bunnies through an anthropomorphic lens as events unfold and violence erupts. Note: This anime has been provisionally set to Finished Airing due to lack of official information regarding future installments.,Action;Fantasy;Military,2010-07-17,1,23811,2924,3416,7.09,https://cdn.myanimelist.net/images/anime/3/25928.jpg,https://myanimelist.net/anime/6280/Cat_Shit_One
34019,Tsugumomo,Kazuya Kagami never goes anywhere without the precious Sakura Obi his mother gave him. One day a beautiful kimono-clad girl named Kiriha appeared before him. Kiriha naturally began to live with Kazuya in his room. Then there's Chisato Kazuya's childhood friend with glasses and a ponytail who meddles in his affairs. Soon there's also an overprotective older sister who seems to want to take baths with him. Jumble in a huge-chested priestess a good-looking sorceress named Kokuyoura beautiful women and hot girls and Kazuya's happy embarrassing confusing life begins… (Source: MAL News),Action;Comedy;Supernatural;Ecchi;School;Seinen,2017-04-02,12,85981,1265,3408,7.1,https://cdn.myanimelist.net/images/anime/13/84461.jpg,https://myanimelist.net/anime/34019/Tsugumomo
22687,Terra Formars,During the 21st century humanity attempted to colonize Mars by sending two species which could endure the harsh environment of the planet to terraform it—algae and cockroaches. However they did not anticipate the species' remarkable ability to adapt. Now in the 26th century a lethal disease known as the Alien Engine Virus has arrived on Earth and the cure is suspected to be found only on Mars. The problem is Mars in the present is overrun by creatures known as Terraformars incredibly powerful and intelligent humanoid cockroaches that mutated from those originally sent to the planet. The Annex I team consisting of a hundred men and women genetically enhanced with characteristics of powerful organisms from earth has been sent to Mars on a mission to find the cause of the Alien Engine Virus and to help cure humanity—signalling the start of the crew's fight for survival.,Action;Sci-Fi;Space;Horror;Drama;Seinen,2014-09-27,13,158503,701,3406,7.1,https://cdn.myanimelist.net/images/anime/2/67117.jpg,https://myanimelist.net/anime/22687/Terra_Formars
620,Takahashi Rumiko Gekijou Ningyo no Mori,According to an ancient legend mermaid's flesh can grant immortality if eaten. 500 years ago Yuta unknowingly ate a piece of mermaid's flesh. For centuries he travels across Japan hoping to find a mermaid thinking she may be able to make him a normal human again. When he finally finds one he discovers that she and her companions have been raising a girl to be their food so they can eat her and take on her youthful looks. That is how mermaids stay young. Yuta kills the mermaids and rescues her but she has already eaten some of the mermaid's flesh. Although he had to kill the mermaids Yuta isn't too disappointed. Yuta's once lonely existence is now over as he has found a companion in Mana. And Mana who had been trapped in a small hut her whole life finds delight in even the simplest of things. Together Yuta and Mana attempt to seek out more mermaids trying to become normal humans again. (Source: ANN),Mystery;Horror;Drama;Fantasy,2003-10-05,13,20252,3173,3405,7.1,https://cdn.myanimelist.net/images/anime/4/21590.jpg,https://myanimelist.net/anime/620/Takahashi_Rumiko_Gekijou_Ningyo_no_Mori
1602,Soukou no Strain,In the distant future mankind is divided into two factions: Union and Deague. They have waged a war against each other for so long that no one remembers when it first began. The backbone of the Union military is the manned weapons system Strain while the Deague uses an unmanned version the Tumoru. Sara Werec the daughter of a respectable family is a 16-yearold girl who attends Grapera Space Armed Soldier Academy located in the Cranial Solar System where she is training to become a full-fledged Reasoner (a Strain pilot). Her brother Ralph Werec had been sent to the frontline 130 light-years away to accomplish a special mission when she was 11 years old a distance that requires 400 years of objective time to traverse by even the fastest Union spacecraft. However in accordance with the theory of relativity this corresponds to only two subjective years (time as experienced by those within the spacecraft). The two of them had lost their parents when they were young and the bond between the two is very close. It is Sara’s dearest wish to be reunited with her brother. To do that she must travel to the battlefield where he is. One day Sara’s planet is suddenly assaulted by Deague forces. To her surprise her brother Ralph turns out to be one of the raiders who successfully kidnap a mysterious girl sleeping in a capsule. In order to find the truth Sara gets in a Strain and chases after him. However she is attacked by Ralph and the Mimic a copy of the pilot’s brain which is essential to controlling the Strain is damaged. (Source: AnimeNfo),Drama;Ecchi;Mecha;Military;Sci-Fi;Space,2006-11-02,13,18659,3304,3404,7.1,https://cdn.myanimelist.net/images/anime/7/75409.jpg,https://myanimelist.net/anime/1602/Soukou_no_Strain
35540,Slow Start,Hana Ichinose a 17-year-old high school student who is not only introverted but also insecure and timid has just moved and will be attending a new school. To make her situation more difficult Hana is a slow start which means that she missed a year and worries about attending a class where everyone is younger than her. During her introduction the teacher reveals it is Hana's birthday which gives her the jumping-off point to meet three of her classmates: Tamate Momochi a charismatic and extroverted girl Kanmuri Sengoku who is shy and small and the popular and pretty Eiko Tokura. Not wanting to lose the chance to make new friends Hana's interactions with these three mark the beginning of some beautiful relationships that will change her life.,Comedy;School;Slice of Life,2018-01-07,12,52116,1848,3403,7.1,https://cdn.myanimelist.net/images/anime/4/89982.jpg,https://myanimelist.net/anime/35540/Slow_Start
6974,Seikimatsu Occult Gakuin,The story revolves around Maya the daughter of the former Headmaster of Waldstein Academy and a time traveling agent Fumiaki Uchida. In the year 2012 the world had been invaded by aliens and time travelers were sent back to the year 1999 in order to find and destroy the Nostradamus Key which Nostradamus Prophecy foretold as what would bring about the apocalypse. The series then turns to the year 1999 where Maya returns to the Academy with the intention of destroying the Academy by superseding her late father's position as the principal. Her plan was interrupted when she meets Fumiaki and learns of the forthcoming destruction. Despite being distrusting towards Fumiaki they form a pact to look for the Nostradamus Key. In order to find the Nostradamus Key time agents were provided with specially created cell phones. When a user finds an object of interest by thinking of destroying it and taking a photo and if the resulting image is that of a peaceful world then the subject is the Nostradamus Key. Conversely if the subject is not the Nostradamus Key then the photo displays destruction. By using the phone Maya and Fumiaki investigates occult occurrences as they occur in the town. (Source: Wikipedia),Sci-Fi;Mystery;Comedy;Supernatural;School,2010-07-06,13,83560,1304,3402,7.1,https://cdn.myanimelist.net/images/anime/5/75257.jpg,https://myanimelist.net/anime/6974/Seikimatsu_Occult_Gakuin
20047,Sakura Trick,Having been best friends since middle school Haruka Takayama and Yuu Sonoda plan to attend Misato West High School together. However despite being assigned to the same class a cruel twist of fate has them seated on the opposite ends of their classroom! To make matters worse their school will shut down in three years making them the final intake of first-year students. Undeterred by this chain of unfortunate events Haruka is set on sticking with Yuu striving to create many wonderful memories with her. Much to Haruka's jealousy however Yuu's easygoing demeanor quickly attracts the attention of their female classmates. Sympathizing with her friend's growing insecurity Yuu ends up sharing a deep affectionate kiss with her in an empty classroom. The act intensifies their bond as special friends gradually revealing a different aspect to their unique friendship while also inviting new conflicts.,Slice of Life;Comedy;Romance;School;Seinen;Shoujo Ai,2014-01-10,12,175585,622,3401,7.1,https://cdn.myanimelist.net/images/anime/2/56189.jpg,https://myanimelist.net/anime/20047/Sakura_Trick
2780,Kyoufu no Bio Ningen Saishuu Kyoushi,At a run down school the Ultimate Teacher Ganpachi is sent to get things back on track and prepare the delinquent students for the real world. But the students don't want Ganpachi ruining the gang they got going so their boss Hinako fights back Ganpachi aided by her secret power...her lucky kitty underwear. Things get more interesting when we findout Ganpachi is the result of genetic experiments. (Source: ANN),Action;Adventure;Comedy;School;Supernatural,1988-02-06,1,2591,7336,9572,5.61,https://cdn.myanimelist.net/images/anime/8/33221.jpg,https://myanimelist.net/anime/2780/Kyoufu_no_Bio_Ningen_Saishuu_Kyoushi
33985,Bloodivores,60 years ago a strange case of insomnia struck the population forcing them to stay awake for more than a full week. The victims completely sleep deprived all went mad. To cure this illness a new medicine was produced but the side effects turned the patients into vampires. Humanity went to war against this new species and triumphed but some of the vampires managed to survive. Born from a Human and a Vampire the main character Mi Liu The Child of Hope is to represent the new hope that will connect the two species. Ringleader of a bank robbery Mi Liu is arrested and transferred to a special prison of the National Defense Agency that monitors Vampires. Trying to break free with Anji Mi Liu is attacked by strange monsters and he finds out that the prison location corresponds to the birthplace of Vampires the old capital Blue Town. Why are Vampires trapped in Blue Town? What are those strange monsters attacking them? Our heroes must fight to solve those mysteries. (Source: Emon via ANN),Action;Supernatural;Vampire,2016-10-01,12,72302,1465,9564,5.61,https://cdn.myanimelist.net/images/anime/11/82233.jpg,https://myanimelist.net/anime/33985/Bloodivores
31498,Pan de Peace!,For the airheaded Minami Tani there is nothing more delightful than delicious bread for breakfast. Bonding over a mutual love for the food Minami meets the dignified Yuu Aizawa and the upbeat Fuyumi Fukagawa. Joining them is Noa Sakura a pint-sized girl who sees bread as the ultimate weapon of self-defense. Together the girls strengthen their bonds of friendship while striving to sample every kind of bread this world has to offer.,Slice of Life;Comedy;School,2016-04-03,13,25725,2795,9551,5.62,https://cdn.myanimelist.net/images/anime/4/79400.jpg,https://myanimelist.net/anime/31498/Pan_de_Peace
37992,Jingai-san no Yome,Tomari Hinowa is a normal high schooler until one day he's told that he has to become the wife of a mysterious creature called Kanenogi. This is the start of their newly married life. (Source: MU),Comedy;Romance;Fantasy;Josei,2018-10-03,12,23365,2963,9519,5.63,https://cdn.myanimelist.net/images/anime/1286/96155.jpg,https://myanimelist.net/anime/37992/Jingai-san_no_Yome
4214,Rosario to Vampire Capu2,It has been one year since Tsukune Aono enrolled at Youkai Academy and since then his life has taken an interesting turn. In addition to being the only human at a school for monsters he has attracted a bevy of beautiful women who want him all for themselves: the sexy succubus Kurumu Kurono Yukari Sendou a witch stalker and yuki-onna Mizore Shirayuki and Moka Akashiya a kind vampire who when her rosary is removed reveals a darker personality. But soon trouble visits Youkai Academy in the form of Moka's younger sister Kokoa Shuzen. She is furious that her true older sister is sealed within Moka's rosary and vows to bring out Moka's darker self. However Kokoa's thoughtless actions may affect more than just her sister...,Comedy;Ecchi;Fantasy;Harem;Romance;School;Vampire,2008-10-02,13,296600,329,3398,7.1,https://cdn.myanimelist.net/images/anime/6/25093.jpg,https://myanimelist.net/anime/4214/Rosario_to_Vampire_Capu2
13851,To LOVE-Ru Darkness OVA,Bundled with the 5th 6th 8th 9th 12th and 13th limited-edition volume of the manga.,Sci-Fi;Harem;Comedy;Romance;Ecchi;School;Shounen,2012-08-17,6,91187,1189,1166,7.7,https://cdn.myanimelist.net/images/anime/9/41251.jpg,https://myanimelist.net/anime/13851/To_LOVE-Ru_Darkness_OVA
6444,Tegamibachi,With his mother taken away from him and having lost everything Lag Seeing is now a letter whose delivery has been assigned to Gauche Suede a Letter Bee. Despite their troubling start the two of them become friends leading Lag to realize what his aim in life is: to deliver people's most important feelings in the form of letters just as Gauche has done.,Adventure;Supernatural;Fantasy;Shounen,2009-10-03,25,94383,1158,1165,7.7,https://cdn.myanimelist.net/images/anime/9/71808.jpg,https://myanimelist.net/anime/6444/Tegamibachi
31953,New Game!,Since childhood Aoba Suzukaze has loved the Fairies Story game series particularly the character designs. So when she graduates from high school it is no surprise that she applies to work at Eagle Jump the company responsible for making her favorite video game. On her first day she is excited to learn that she will be working on a new installment to the series: Fairies Story 3—and even more so under Kou Yagami the lead character designer. In their department are people who share the same passion for games. There is Yun Iijima whose specialty is designing monsters the shy Hifumi Takimoto who prefers to communicate through instant messaging Hajime Shinoda an animation team member with an impressive figurine collection Rin Tooyama the orderly art director Shizuku Hazuki the game director who brings her cat to work and Umiko Ahagon the short-tempered head programmer. New Game! follows Aoba and the others on their adventure through the ups and downs of game making from making the perfect character design to fixing all the errors that will inevitably accumulate in the process.,Game;Slice of Life;Comedy,2016-07-04,12,266864,374,1162,7.7,https://cdn.myanimelist.net/images/anime/9/80417.jpg,https://myanimelist.net/anime/31953/New_Game
2593,Kara no Kyoukai 1: Fukan Fuukei,In September 1998 a string of seemingly random suicides leaves Japan baffled and devastated. But a detective agency specializing in paranormal occurrences notices that there are a few glaring disturbing similarities tying the deceptively unrelated cases together: All the victims are schoolgirls and all of them have jumped to their deaths from atop the ancient Fujou Building a skyscraper that is scheduled to be bulldozed soon. To investigate the cause of these disturbing events the head of the agency magus Touko Aozaki dispatches Mikiya Kokutou and Shiki Ryougi. The kind and surprisingly normal Mikiya serves as a stark contrast to the cold and mysterious Shiki who possesses the Mystic Eyes of Death Perception: an abnormal ability which allows her to see and bring an end to all things. Dark and philosophical in tone Fukan Fuukei is the first installment in the seven-part movie series Kara no Kyoukai  adapted from the light novels by Kinoko Nasu.,Action;Mystery;Supernatural;Thriller,2007-12-01,1,273809,358,1160,7.7,https://cdn.myanimelist.net/images/anime/12/21741.jpg,https://myanimelist.net/anime/2593/Kara_no_Kyoukai_1__Fukan_Fuukei
488,Ichigo Mashimaro,Cute girls doing cute things in cute ways. Everyday things make up the fabric of life—whether it's making friends going to school trying to make money or celebrating a holiday. Ichigo Mashimaro is a heartwarming series that follows the daily lives of Itou Chika her sister Nobue and her friends Miu Matsuri and Ana.,Slice of Life;Comedy,2005-07-15,12,63830,1594,1159,7.7,https://cdn.myanimelist.net/images/anime/10/11042.jpg,https://myanimelist.net/anime/488/Ichigo_Mashimaro
37007,Hinomaruzumou,In professional sumo there are no weight classes. It's a savage sport where the strongest survive and anyone willing to test their mettle can step into the ring. There is however a minimum size requirement to be a pro sumo wrestler and young Hinomaru Ushio incredibly talented and hardworking though he may be does not meet that requirement. This small boy has big dreams of reaching the highest class of sumo Hinoshita Kaisan. The only way he could possibly go pro is if he becomes the High School Yokozuna a title given to the strongest wrestler in high school tournaments. Ushio is under a lot of pressure as well as a time limit. If he can't show off his skills in the high school tournaments he may lose his chance to go pro permanently and the odds are stacked against him. Instead of enrolling in Ishigami High the best school for sumo in Japan he enrolls in Odachi High and must build a sumo club from the ground up with the one devout member Shinya Ozeki. Odachi High is the true underdog of the sumo world but Ushio has to push forward with all his strength if he is going to make it professionally.,Martial Arts;Shounen;Sports,2018-10-05,24,58387,1714,1158,7.7,https://cdn.myanimelist.net/images/anime/1974/95289.jpg,https://myanimelist.net/anime/37007/Hinomaruzumou
1546,Negima!?,A remake of the Negima anime with its own original story. Wizard Negi Springfield may be a boy but he has a man-sized job to do! Fresh from the Academy of Magic Negi continues his training as an instructor at Mahora Academy in Japan. But before he can get his Masters in magic the 31 schoolgirls of Class 3-A are gonna keep him up all night cramming for a final exam in will power. Temptation aside Negi has more on his syllabus than flirting and spells. Darkness is closing in and Negi is gonna need help from his lovely student bodies to drive the ghouls from their school. These girls want to prove that they're the best in class and extra credit is available to the cuties that aren't afraid of after-hours phantom fighting! (Source: DVD case),Adventure;Harem;Comedy;Supernatural;Magic;Romance;Ecchi;Fantasy;School,2006-10-04,26,67723,1543,3388,7.1,https://cdn.myanimelist.net/images/anime/8/73997.jpg,https://myanimelist.net/anime/1546/Negima
5030,Maria†Holic,In search of true love Kanako Miyamae transfers to Ame no Kisaki Catholic school inspired by how her parents fell in love with each other there. There is just one difference though: because men make Kanako break into hives she has actually come to the all-girls school to find a partner of the same sex. When she meets the beautiful Mariya Shidou Kanako believes she has found that special someone however there's more to Mariya than meets the eye—it turns out that Kanako's first love is actually a cross-dressing boy. Mariya threatens to expose Kanako's impure intentions unless she keeps his real gender a secret and to make things worse he also replaces her original roommate so that he can now keep a close eye on her. Maria†Holic follows Kanako as she looks for love in all the wrong places and searches for the girl of her dreams—that is if she can survive being Mariya's roommate!,Comedy;Parody;School;Shoujo Ai,2009-01-04,12,133722,843,3385,7.1,https://cdn.myanimelist.net/images/anime/2/12187.jpg,https://myanimelist.net/anime/5030/Maria%E2%80%A0Holic
9741,Nana to Kaoru,Kaoru is a 17-year-old virgin who has an S&M fetish. He has always dreamt about an SM relationship with his childhood friend Nana who is looked upon as perfect and is always the target of boys' eyes. Their relationship has somewhat deteriorated through the years due to them hanging out with different people and because Kaoru is not taking his education too seriously. One day though Kaoru's mother gives some of his S&M toys to Nana for safekeeping - Nana finds the leather one-piece that Kaoru bought and tries it on but accidentally locks herself in it and doesn't have the key! Kaoru frees her of the one-piece but then Nana realizes she may like Kaoru's hobby more than she thought and subsequently the two of them start engaging in so-called breathers. These breathers are intended to relieve Nana of stress stress originating from her attempts at keeping her grades and her name perfect.,Comedy;Ecchi;Romance;Seinen,2011-03-29,1,18361,3332,9359,5.68,https://cdn.myanimelist.net/images/anime/5/27379.jpg,https://myanimelist.net/anime/9741/Nana_to_Kaoru
8086,Densetsu no Yuusha no Densetsu,Alpha Stigma are known to be eyes that can analyze all types of magic. However they are more infamously known as cursed eyes that can only bring destruction and death to others. Ryner Lute a talented mage and also an Alpha Stigma bearer was once a student of the Roland Empire's Magician Academy an elite school dedicated to training magicians for military purposes. However after many of his classmates died in a war he makes an oath to make the nation a more orderly and peaceful place with fellow survivor and best friend Sion Astal. Now that Sion is the the king of Roland he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris a beautiful and highly skilled swordswoman Ryner goes on a journey to search for relics of legendary heroes from the past and also uncover the secrets behind his cursed eyes.,Action;Adventure;Magic;Fantasy;Shounen,2010-07-02,24,212379,505,1152,7.7,https://cdn.myanimelist.net/images/anime/8/73651.jpg,https://myanimelist.net/anime/8086/Densetsu_no_Yuusha_no_Densetsu
34392,One Room,Series of shorts that tell stories of your relationship with your neighbor younger sister and childhood friend.,Slice of Life,2017-01-11,12,64044,1596,9332,5.69,https://cdn.myanimelist.net/images/anime/9/83777.jpg,https://myanimelist.net/anime/34392/One_Room
34028,Idol Jihen,Increasing income divide creeping environmental pollution unsolvable waste issues childcare waiting lists being discussed without those concerned repeated corruption… The government smeared by vested interests can't do a thing against the many problems and sources of discontent. It's in this situation with Japan cornered with no way out that idols rise up to save the day! The Heroine Party Sunlight Party Starlight Party Bishoujo Party Wakaba Party Subculture New Party and SOS Party. From these seven idol political parties the idols who have become National Diet members and representatives for each prefecture will smash through the sense of stagnation covering Japan using the power of song and dance! They'll bring back the smiling faces of the people and wrap Japan in a glittering aura!! (Source: Honeyfeed),Music,2017-01-08,12,10898,4179,9326,5.69,https://cdn.myanimelist.net/images/anime/7/83624.jpg,https://myanimelist.net/anime/34028/Idol_Jihen
31405,Joker Game,With World War II right around the corner intelligence on other countries' social and economic situation has become a valuable asset. As a result Japan has established a new spy organization known as the D Agency to obtain this weapon. Under the command of Lieutenant Colonel Yuuki eight agents have been assigned to infiltrate and observe some of the most powerful countries reporting on any developments associated with the war. In order to carry out these dangerous tasks these men have trained their bodies to survive in extreme conditions and studied numerous fields such as communications and languages. However their greatest strength lies in their ability to manipulate people in order to obtain the information necessary to give their nation the upper hand.,Military;Historical;Drama,2016-04-05,12,158537,700,3380,7.1,https://cdn.myanimelist.net/images/anime/9/77523.jpg,https://myanimelist.net/anime/31405/Joker_Game
6867,Halo Legends,Halo Legends features seven different stories set in the Halo universe each made by a different studio. The Babysitter follows the Helljumpers Orbital Drop Shock Troopers who are sent behind enemy lines to perform an assassination. The Duel features the tale of an ancient Arbiter who refused to bow down to the Covenant religion. Branded a heretic he must now face the consequences of his actions. The Package depicts a group of Spartans including the Master Chief who are deployed to infiltrate a Covenant flagship and retrieve a “package” in a secret operation. Origins shows Master Chief and Cortana stranded following the events of Halo 3 with Cortana summarizing the fall of the Forerunners the defeat of the Flood and the rise of humanity as well as the events of the Human-Covenant War. Homecoming centers on the Spartan Daisy who reminisces on her past and the SPARTAN-II project while evacuating UNSC soldiers pinned down by Covenant forces. Prototype is viewed from the perspective of Marine Sergeant Ghost who is determined to fight for all he is worth in order to make up for past grievances. Odd One Out is a non-canon parody of Halo featuring Spartan 1337 who suffers from extremely bad luck.,Action;Drama;Military;Sci-Fi,2009-11-07,9,29792,2577,3379,7.1,https://cdn.myanimelist.net/images/anime/12/16013.jpg,https://myanimelist.net/anime/6867/Halo_Legends
30383,Classroom☆Crisis,In Martian colony Fourth Tokyo lies a classroom of Kirishina Corporation's brightest minds spearheading aerospace development: A-TEC led by genius engineer Kaito Sera eagerly anticipating the arrival of their newest member. It soon becomes clear however that the transfer student is hardly ordinary—Nagisa Kiryuu newly appointed chief of A-TEC and the younger brother of the corporation's CEO is sent to shut the program down. To keep the classroom alive Kaito and his students desperately work to develop a successor to their most powerful rocket the X-2 meanwhile Nagisa climbs the corporate ladder in pursuit of his own mission. In spite of this their separate battles soon reveal that much more is going on in Kirishina Corporation than meets the eye. Classroom☆Crisis follows Kaito and Nagisa as well as Kaito's younger sister Mizuki and A-TEC's test pilot Iris Shirasaki in a story of intrigue political warfare and against all odds romance. As Nagisa and A-TEC are dragged further and further into Kirishina Corporation's conspiracies friendships grow and pasts are unveiled as they fight to avert their classroom crisis.,School;Sci-Fi,2015-07-04,13,86985,1244,3373,7.1,https://cdn.myanimelist.net/images/anime/12/74397.jpg,https://myanimelist.net/anime/30383/Classroom%E2%98%86Crisis
58,Blue Gender,Blue Gender takes place in the not too distant future in a world where things have gone terribly wrong for humanity. Humans have been replaced at the top of the food chain by the Blue a race of bug-like aliens that have colonized Earth and pushed humans aside. A space station Second Earth has been constructed as a safe haven for humans with the hope of one day reclaiming the Earth once more. Yuji Kaido was cryogenically frozen having been suffering from a disease known as B-Cells. Once awakened he joins a team of soldiers that have come to Earth to extract him. Unfortunately nothing goes according to plan as they make their way back to Second Earth. Yuji will have to deal with the horrors of fighting a bloody war as he and the fighters from Second Earth look to survive. Will they be able to win back Earth without losing their humanity?,Adventure;Romance;Mecha;Military;Sci-Fi;Horror;Space;Drama,1999-10-08,26,58441,1699,3372,7.1,https://cdn.myanimelist.net/images/anime/1/2023.jpg,https://myanimelist.net/anime/58/Blue_Gender
1554,Asatte no Houkou.,About to enter junior high school Karada Iokawa is a cheerful and reliable girl who hates being treated as a child more than anything. After her parents' deaths her older brother Hiro comes back from studying abroad to take care of her. His ex-girlfriend Shouko Nogami a composed yet sometimes childish and stubborn young woman follows him to Japan in order to find out why he left her. Between the two girls the atmosphere is tense which eventually leads to Shouko calling Karada childish. Later Karada stands before a shrine praying to grow up. Little does she know that the shrine wishing stone would grant her wish. As Karada grows older at the same time Shouko who happens to be nearby finds herself a child once again. With their ages now reversed Shouko and Karada must come to terms with one another and ultimately themselves.,Supernatural;Drama,2006-10-06,12,20728,3128,3371,7.1,https://cdn.myanimelist.net/images/anime/4/74962.jpg,https://myanimelist.net/anime/1554/Asatte_no_Houkou
1051,Ao no 6-gou,The once famous and well respected scientist Zorndyke has bred a new genre of living being one that thrives on the oceans and lives to destroy humans. Zorndyke believes it is time that the humans were relieved of their rule of the earth. It is up to Blue Submarine No. 6 and the rest of the Blue fleet to put an end to Zorndyke's madness and creations. (Source: ANN),Action;Adventure;Mecha;Military;Sci-Fi,1998-10-25,4,41048,2146,3370,7.1,https://cdn.myanimelist.net/images/anime/3/20750.jpg,https://myanimelist.net/anime/1051/Ao_no_6-gou
34881,Aho Girl,Yoshiko Hanabatake is an idiot beyond all belief. Somehow managing to consistently score zeroes on all of her tests and consumed by an absurd obsession with bananas her senseless acts have caused even her own mother to lose all hope. Only one person is up to the task of keeping her insanity in check: childhood friend Akuru A-kun Akutsu. Though he bemoans the ridiculous behavior he has to endure the studious but terrifying A-kun is always ready to put an end to any stupidity Yoshiko gets up to with no qualms about using physical force. Unfortunately no matter how many times he attempts to knock some sense into her the girl bounces right back to her usual shenanigans even dragging in some other eccentrics along for the ride. Try as he might to rein in her nonsense every moment is unpredictable with Yoshiko and her profound idiocy on the loose.,Comedy;Romance;School;Shounen,2017-07-04,12,240974,420,3369,7.1,https://cdn.myanimelist.net/images/anime/7/86665.jpg,https://myanimelist.net/anime/34881/Aho_Girl
33478,UQ Holder!: Mahou Sensei Negima! 2,In the decade since the world became aware of the existence of magic the world has undergone a massive upheaval. However a boy named Touta lives in seclusion in a rural town far removed from these changes. His ordinary life is highlighted by his magic-using female teacher and his supportive friends. When his tranquil daily life is disrupted he embarks on a unique adventure. (Source: ANN),Action;Sci-Fi;Magic;Fantasy;Shounen,2017-10-03,12,100697,1092,3366,7.11,https://cdn.myanimelist.net/images/anime/6/88354.jpg,https://myanimelist.net/anime/33478/UQ_Holder__Mahou_Sensei_Negima_2
37492,Steins Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Unaired episode included with the sixth volume Blu-ray/DVD release of Steins Gate 0 .,Comedy,2018-12-21,1,46340,2001,3365,7.11,https://cdn.myanimelist.net/images/anime/1163/97351.jpg,https://myanimelist.net/anime/37492/Steins_Gate_0__Kesshou_Takei_no_Valentine_-_Bittersweet_Intermedio
27441,Show By Rock!!,The great music adventure in Show by Rock!! begins after Cyan decides to play her favorite rhythm game and suddenly gets sucked in finding herself in a world called Midi City where music reigns supreme. She learns that anyone who delivers amazing and powerful music also has the ability to control the city. However not all music is pure. An evil plan is set in motion to engulf the whole Midi City in darkness. Is it too late for Cyan to do something? Cyan Hijirikawa always regards herself as nothing but an ordinary girl living in a mediocre world. She has great talent and extreme guitar skills but she also lacks the confidence to take the first step in realizing her dream to play in a band and be a music millionaire! Little did she know that an eminent power resides deep within herself—the power to defeat evil with her magical music! Join Cyan Chuchu Retoree and Moa in a world where music is everything.,Comedy;Music,2015-04-05,12,55587,1768,3362,7.11,https://cdn.myanimelist.net/images/anime/7/73674.jpg,https://myanimelist.net/anime/27441/Show_By_Rock
5220,Shangri-La,In the distant future earthquakes and the effects of global warming have splintered Japanese society. Some struggle hand-to-mouth in the jungle-tangled ruins of civilization. Some live comfortably within the closed-off city of Atlas. Others lurk online anonymously hacking the global economy. As nature grows more violent and the divide between classes expands one spirited girl—Kuniko—must face her destiny and lead her people into the utopia of Atlas. The city's ruthless government isn't going to welcome them with open arms but Kuniko won't give up until the gates of Atlas are kicked open for good—even if it means discovering that the promised land she dreamed of is built upon a foundation of twisted secrets and lies. (Source: FUNimation),Action;Drama;Sci-Fi,2009-04-06,24,48785,1930,3359,7.11,https://cdn.myanimelist.net/images/anime/10/77061.jpg,https://myanimelist.net/anime/5220/Shangri-La
34467,Yami Shibai 4,Excited children gather around the enigmatic masked Storyteller once more. His unique kamishibai storytelling draws them into tales of fear and dread. These are dark and foreboding stories which could happen to anyone... This season has tales of a salaryman who buries a dead cat only to be haunted soon after a college student and her cheap new apartment that hides a ghastly secret boys exploring an abandoned haunted house before coming across a strange fish tank a man who finds himself on the wrong bus and in more danger than he thought possible and a young couple's visit to an amusement park which suddenly takes a dark turn. All these stories and more await in Yami Shibai 4 .,Dementia;Horror;Supernatural,2017-01-16,13,16199,3554,9263,5.72,https://cdn.myanimelist.net/images/anime/12/83113.jpg,https://myanimelist.net/anime/34467/Yami_Shibai_4
